Scheme Name	Asset Value
ICICI Prudential Fixed Maturity Plan - Series 80 - 1125 Days Plan S - Dividend Option	12.6735
ICICI Prudential Fixed Maturity Plan - Series 80 - 1138 Days Plan R - Cumulative Option	12.6803
ICICI Prudential Fixed Maturity Plan - Series 80 - 1138 Days Plan R - Direct Plan - Cumulative Option	12.8313
ICICI Prudential Fixed Maturity Plan - Series 80 - 1138 Days Plan R - Direct Plan - Dividend Option	12.8313
ICICI Prudential Fixed Maturity Plan - Series 80 - 1138 Days Plan R - Dividend Option	12.6803
ICICI Prudential Fixed Maturity Plan - Series 80 - 1150 Days Plan N - Cumulative Option	12.7361
ICICI Prudential Fixed Maturity Plan - Series 80 - 1150 Days Plan N - Direct Plan - Dividend Option	12.8746
ICICI Prudential Fixed Maturity Plan - Series 80 - 1150 Days Plan N - Dividend Option	12.7361
ICICI Prudential Fixed Maturity Plan - Series 80 - 1150 Days Plan N -Direct Plan - Cumulative Option	12.8746
ICICI Prudential Fixed Maturity Plan - Series 80 - 1170 Days Plan I - Cumulative Option	12.7888
ICICI Prudential Fixed Maturity Plan - Series 80 - 1170 Days Plan I - Direct Plan - Cumulative Option	12.9292
ICICI Prudential Fixed Maturity Plan - Series 80 - 1170 Days Plan I - Direct Plan - Dividend Option	12.9292
ICICI Prudential Fixed Maturity Plan - Series 80 - 1170 Days Plan I - Dividend Option	12.7888
ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Cumulative Option	12.5696
ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Direct Plan - Cumulative Option	12.6082
ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Direct Plan - Dividend Option	12.6082
ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Dividend Option	12.5696
ICICI Prudential Fixed Maturity Plan - Series 80 - 1225 Days Plan T - Cumulative Option	12.6245
ICICI Prudential Fixed Maturity Plan - Series 80 - 1225 Days Plan T - Direct Plan - Cumulative Option	12.6647
ICICI Prudential Fixed Maturity Plan - Series 80 - 1225 Days Plan T - Direct Plan - Dividend Option	12.6647
ICICI Prudential Fixed Maturity Plan - Series 80 - 1225 Days Plan T - Dividend Option	12.6245
ICICI Prudential Fixed Maturity Plan - Series 80 - 1227 Days Plan Q - Cumulative Option	12.6478
ICICI Prudential Fixed Maturity Plan - Series 80 - 1227 Days Plan Q - Direct Plan Cumulative Option	12.6894
ICICI Prudential Fixed Maturity Plan - Series 80 - 1227 Days Plan Q - Direct Plan Dividend Option	12.6894
ICICI Prudential Fixed Maturity Plan - Series 80 - 1231 Days Plan P - Cumulative Option	12.6644
ICICI Prudential Fixed Maturity Plan - Series 80 - 1231 Days Plan P - Direct Plan - Cumulative Option	12.7072
ICICI Prudential Fixed Maturity Plan - Series 80 - 1231 Days Plan P - Direct Plan - Dividend Option	12.7072
ICICI Prudential Fixed Maturity Plan - Series 80 - 1233 Days Plan O - Cumulative Option	12.6459
ICICI Prudential Fixed Maturity Plan - Series 80 - 1233 Days Plan O - Direct Plan - Cumulative Option	12.6668
ICICI Prudential Fixed Maturity Plan - Series 80 - 1233 Days Plan O - Direct Plan - Dividend Option	12.6668
ICICI Prudential Fixed Maturity Plan - Series 80 - 1245 Days Plan L - Cumulative Option	12.6462
ICICI Prudential Fixed Maturity Plan - Series 80 - 1245 Days Plan L - Direct Plan - Cumulative Option	12.6696
ICICI Prudential Fixed Maturity Plan - Series 80 - 1245 Days Plan L - Direct Plan - Dividend Option	12.6696
ICICI Prudential Fixed Maturity Plan - Series 80 - 1245 Days Plan L - Dividend Option	12.6462
ICICI Prudential Fixed Maturity Plan - Series 80 - 1248 Days Plan D - Cumulative Option	12.8732
ICICI Prudential Fixed Maturity Plan - Series 80 - 1248 Days Plan D - Direct Plan - Cumulative Option	12.9699
ICICI Prudential Fixed Maturity Plan - Series 80 - 1248 Days Plan D - Dividend Option	12.8732
ICICI Prudential Fixed Maturity Plan - Series 80 - 1253 Days Plan J - Cumulative Option	12.6365
ICICI Prudential Fixed Maturity Plan - Series 80 - 1253 Days Plan J - Direct Plan - Cumulative Option	12.6428
ICICI Prudential Fixed Maturity Plan - Series 80 - 1253 Days Plan J - Dividend Option	12.6365
ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Cumulative Option	12.3863
ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Direct Plan - Cumulative Option	12.5117
ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Direct Plan - Dividend Option	12.5117
ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Dividend Option	12.3863
ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Cumulative option	12.4204
ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Direct Plan - Cumulative option	12.5194
ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Direct Plan - Dividend option	12.5194
ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Dividend option	12.4204
ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan W - Cumulative Option	12.4779
ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan W - Direct Plan Cumulative Option	12.5101
ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan W - Direct Plan Dividend Option	12.5101
ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan W - Dividend Option	12.4779
ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan C - Cumulative Option	12.4507
ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan C - Direct Plan - Cumulative Option	12.7188
ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan C - Direct Plan - Dividend Option	12.7188
ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan C - Dividend Option	12.4507
ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan E - Cumulative Option	12.4480
ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan E - Direct Plan - Cumulative Option	12.6656
ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan E - Direct Plan - Dividend Option	12.6656
ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan E - Dividend Option	12.4480
ICICI Prudential Fixed Maturity Plan - Series 81 - 1116 Days Plan I - Cumulative Option	12.4580
ICICI Prudential Fixed Maturity Plan - Series 81 - 1116 Days Plan I - Direct Plan - Cumulative Option	12.5296
ICICI Prudential Fixed Maturity Plan - Series 81 - 1116 Days Plan I - Direct Plan - Dividend Option	12.5296
ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K - Cumulative Option	12.3154
ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K - Direct Plan - Cumulative Option	12.3774
ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K - Direct Plan - Dividend Option	12.3774
ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K - Dividend Option	12.3154
ICICI Prudential Fixed Maturity Plan - Series 81 - 1154 Days Plan J - Direct Plan - Cumulative Option	12.4016
ICICI Prudential Fixed Maturity Plan - Series 81 - 1154 Days Plan J - Direct Plan - Dividend Option	12.4016
ICICI Prudential Fixed Maturity Plan - Series 81 - 1154 Days Plan J Cumulative Option	12.3169
ICICI Prudential Fixed Maturity Plan - Series 81 - 1154 Days Plan J Dividend Option	12.3169
ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Cumulative Option	12.3687
ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Direct Plan - Cumulative Option	12.3982
ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Direct Plan - Dividend Option	12.3982
ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Dividend Option	12.3687
ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Cumulative Option	12.3512
ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Direct Plan - Cumulative Option	12.3864
ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Direct Plan - Dividend Option	12.3864
ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Dividend Option	12.3512
ICICI Prudential Fixed Maturity Plan - Series 81 - 1178 Days Plan H - Cumulative Option	12.4478
ICICI Prudential Fixed Maturity Plan - Series 81 - 1178 Days Plan H - Direct Plan - Cumulative Option	12.5452
ICICI Prudential Fixed Maturity Plan - Series 81 - 1178 Days Plan H - Direct Plan - Dividend Option	12.5452
ICICI Prudential Fixed Maturity Plan - Series 81 - 1178 Days Plan H - Dividend Option	12.4478
ICICI Prudential Fixed Maturity Plan - Series 81 - 1185 Days Plan G - Cumulative Option	12.4730
ICICI Prudential Fixed Maturity Plan - Series 81 - 1185 Days Plan G - Direct Plan - Cumulative Option	12.5680
ICICI Prudential Fixed Maturity Plan - Series 81 - 1185 Days Plan G - Dividend Option	12.4730
ICICI Prudential Fixed Maturity Plan - Series 81 - 1190 Days Plan F - Cumulative Option	12.4767
ICICI Prudential Fixed Maturity Plan - Series 81 - 1190 Days Plan F - Direct Plan - Cumulative Option	12.5785
ICICI Prudential Fixed Maturity Plan - Series 81 - 1190 Days Plan F - Dividend Option	12.4767
ICICI Prudential Fixed Maturity Plan - Series 81 - 1195 Days Plan D - Cumulative Option	12.4789
ICICI Prudential Fixed Maturity Plan - Series 81 - 1195 Days Plan D - Direct Plan - Cumulative Option	12.5900
ICICI Prudential Fixed Maturity Plan - Series 81 - 1195 Days Plan D - Dividend Option	12.4789
ICICI Prudential Fixed Maturity Plan - Series 81 - 1205 Days Plan B - Cumulative Option	12.4985
ICICI Prudential Fixed Maturity Plan - Series 81 - 1205 Days Plan B - Direct Plan - Cumulative Option	12.5882
ICICI Prudential Fixed Maturity Plan - Series 81 - 1205 Days Plan B - Direct Plan - Dividend Option	12.5882
ICICI Prudential Fixed Maturity Plan - Series 81 - 1205 Days Plan B - Dividend Option	12.4985
ICICI Prudential Fixed Maturity Plan - Series 81 - 1211 Days Plan A - Cumulative Option	12.5263
ICICI Prudential Fixed Maturity Plan - Series 81 - 1211 Days Plan A - Direct Plan - Cumulative Option	12.5982
ICICI Prudential Fixed Maturity Plan - Series 81 - 1211 Days Plan A - Direct Plan - Dividend Option	12.5982
ICICI Prudential Fixed Maturity Plan - Series 81 - 1211 Days Plan A - Dividend Option	12.5263
ICICI Prudential Fixed Maturity Plan - Series 82 - 103 Days Plan O - Cumulative Option	10.2062
ICICI Prudential Fixed Maturity Plan - Series 82 - 103 Days Plan O - Direct Plan Cumulative Option	10.2120
ICICI Prudential Fixed Maturity Plan - series 82 - 103 Days Plan O - Direct Plan Dividend Option	10.2120
ICICI Prudential Fixed Maturity Plan - series 82 - 103 Days Plan O - Dividend Option	10.2062
ICICI Prudential Fixed Maturity Plan - Series 82 - 1119 Days Plan X - Cumulative Option	12.4318
ICICI Prudential Fixed Maturity Plan - Series 82 - 1119 Days Plan X - Direct Plan Cumulative Option	12.4610
ICICI Prudential Fixed Maturity Plan - Series 82 - 1119 Days Plan X - Direct Plan Quarterly IDCW Option	12.4610
ICICI Prudential Fixed Maturity Plan - Series 82 - 1119 Days Plan X - Half Yearly IDCW Option	12.4316
ICICI Prudential Fixed Maturity Plan - Series 82 - 1119 Days Plan X - Quarterly IDCW Option	12.4318
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan S - Cumulative Option	12.5117
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan S - Direct Plan Cumulative Option	12.6419
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan S - Direct Plan Half Yearly IDCW Option	12.6419
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan S - Direct Plan Quarterly IDCW Option	12.6417
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan S - Half Yearly IDCW Option	12.5117
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan S - Quarterly IDCW Option	12.5117
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan U - Cumulative Option	12.5142
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan U - Direct Plan Cumulative Option	12.5657
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan U - Direct Plan Half Yearly IDCW Option	12.5657
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan U - Quarterly IDCW Option	12.5142
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan V - Cumulative Option	12.4442
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan V - Direct Plan Cumulative Option	12.5240
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan V - Direct Plan Quarterly IDCW Option	12.5240
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan V - Half Yearly IDCW Option	12.4440
ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan V - Quarterly IDCW Option	12.4442
ICICI Prudential Fixed Maturity Plan - Series 82 - 1136 Days Plan P - Cumulative Option	12.6916
ICICI Prudential Fixed Maturity Plan - Series 82 - 1136 Days Plan P - Direct Plan Cumulative Option	12.7905
ICICI Prudential Fixed Maturity Plan - Series 82 - 1136 Days Plan P - Direct Plan Half Yearly IDCW Option	12.7904
ICICI Prudential Fixed Maturity Plan - Series 82 - 1136 Days Plan P - Direct Plan Quarterly IDCW Option	12.7903
ICICI Prudential Fixed Maturity Plan - Series 82 - 1136 Days Plan P - Half Yearly IDCW Option	12.6915
ICICI Prudential Fixed Maturity Plan - Series 82 - 1136 Days Plan P - Quarterly IDCW Option	12.6916
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Cumulative Option	12.5888
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Direct Plan Cumulative Option	12.6238
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Direct Plan Half Yearly IDCW Option	12.6238
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Half Yearly IDCW Option	12.5887
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Quarterly IDCW Option	12.5888
ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Cumulative Option	12.6951
ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Cumulative Option	12.8251
ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Half Yearly IDCW Option	12.8251
ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Quarterly IDCW Option	12.8248
ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Half Yearly IDCW Option	12.6951
ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Quarterly IDCW Option	12.6951
ICICI Prudential Fixed Maturity Plan - Series 82 - 1170 Days Plan R - Cumulative Option	12.5099
ICICI Prudential Fixed Maturity Plan - Series 82 - 1170 Days Plan R - Direct Plan Cumulative Option	12.5604
ICICI Prudential Fixed Maturity Plan - Series 82 - 1170 Days Plan R - Direct Plan Quarterly IDCW Option	12.5604
ICICI Prudential Fixed Maturity Plan - Series 82 - 1170 Days Plan R - Half Yearly IDCW Option	12.5099
ICICI Prudential Fixed Maturity Plan - Series 82 - 1170 Days Plan R - Quarterly IDCW Option	12.5099
ICICI Prudential Fixed Maturity Plan - Series 82 - 1175 Days Plan Q - Cumulative Option	12.5668
ICICI Prudential Fixed Maturity Plan - Series 82 - 1175 Days Plan Q - Direct Plan Cumulative Option	12.6531
ICICI Prudential Fixed Maturity Plan - Series 82 - 1175 Days Plan Q - Direct Plan Half yearly IDCW Option	12.6530
ICICI Prudential Fixed Maturity Plan - Series 82 - 1175 Days Plan Q - Direct Plan Quarterly IDCW Option	12.6531
ICICI Prudential Fixed Maturity Plan - Series 82 - 1175 Days Plan Q - Half Yearly IDCW Option	12.5668
ICICI Prudential Fixed Maturity Plan - Series 82 - 1175 Days Plan Q - Quarterly IDCW Option	12.5668
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Cumulative Option	12.6344
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Direct Plan Cumulative Option	12.6865
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Cumulative Option	12.5961
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Direct Plan Cumulative Option	12.6671
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Direct Plan Half Yearly IDCW Option	12.6671
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Direct Plan Quarterly IDCW Option	12.6638
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Half Yearly IDCW Option	12.5961
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Quarterly IDCW Option	12.5961
ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Cumulative Option	12.7884
ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Direct Plan Cumulative Option	12.9109
ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Direct Plan Quarterly IDCW Option	12.9109
ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Half Yearly IDCW Option	12.7883
ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Quarterly IDCW Option	12.7884
ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Cumulative Option	12.6626
ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Direct Plan Cumulative Option	12.7141
ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Direct Plan Half Yearly IDCW Option	12.7134
ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Half Yearly IDCW Option	12.6627
ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Cumulative Option	12.6555
ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Direct Plan Cumulative Option	12.7054
ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Direct Plan Quarterly IDCW Option	12.7054
ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Half Yearly IDCW Option	12.6557
ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Quarterly IDCW Option	12.6554
ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Cumulative Option	12.6981
ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Direct Plan Cumulative Option	12.7501
ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Direct Plan Half Yearly IDCW Option	12.7500
ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Direct Plan Quarterly IDCW Option	12.7503
ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Half Yearly IDCW Option	12.6980
ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Quarterly IDCW Option	12.6982
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Cumulative Option	12.6114
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Direct Plan Cumulative Option	12.6811
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Direct Plan Half Yearly IDCW Option	12.6784
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Direct Plan Quarterly IDCW Option	12.6811
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Half Yearly IDCW Option	12.6113
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Quarterly IDCW Option	12.6114
ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Cumulative Option	12.6582
ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Direct Plan Cumulative Option	12.7258
ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Direct Plan Quarterly IDCW Option	12.7258
ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Half Yearly IDCW Option	12.6499
ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Quarterly IDCW Option	12.6582
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Cumulative Option	12.6311
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Direct Plan Cumulative Option	12.6987
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Direct Plan Half Yearly IDCW Option	12.6988
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Direct Plan Quarterly IDCW Option	12.6987
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Half Yearly IDCW Option	12.6307
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Quarterly IDCW Option	12.6311
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Cumulative Option	12.6569
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Direct Plan Cumulative Option	12.7102
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Direct Plan Half Yearly IDCW Option	12.7102
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Half Yearly IDCW Option	12.6569
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Quarterly IDCW Option	12.6566
ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Cumulative Option	12.6337
ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Direct Plan Cumulative Option	12.7025
ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Direct Plan Half Yearly IDCW Option	12.7028
ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Direct Plan Quarterly IDCW Option	12.7022
ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Half Yearly IDCW Option	12.6337
ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Quarterly IDCW Option	12.6336
ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Cumulative Option	12.6338
ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Direct Plan Cumulative Option	12.6677
ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Direct Plan Half Yearly IDCW Option	12.6676
ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Direct Plan Quarterly IDCW Option	12.6667
ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Half Yearly IDCW Option	12.6335
ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Quarterly IDCW Option	12.6338
ICICI Prudential Fixed Maturity Plan - Series 82 - 91 Days Plan Z - Cumulative Option	10.1971
ICICI Prudential Fixed Maturity Plan - Series 82 - 91 Days Plan Z - Direct Plan Cumulative Option	10.203
ICICI Prudential Fixed Maturity Plan - Series 82 - 91 Days Plan Z - Direct Plan Dividend Option	10.203
ICICI Prudential Fixed Maturity Plan - Series 82 - 91 Days Plan Z - Dividend Option	10.1971
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan O - Cumulative Option	12.5505
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan O - Direct Plan Cumulative Option	12.6641
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan R - Cumulative Option	12.5706
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan R - Direct Plan Cumulative Option	12.6552
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan R - Quarterly IDCW Option	12.5732
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Cumulative Option	12.3502
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Direct Plan Cumulative Option	12.4403
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Direct Plan Quarterly IDCW Option	12.4361
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Half Yearly IDCW Option	12.3502
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Quarterly IDCW Option	12.3502
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Cumulative Option	12.5918
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Direct Plan Cumulative Option	12.7088
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Direct Plan Half Yearly IDCW Option	12.7088
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Direct Plan Quarterly IDCW Option	12.7088
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Half Yearly IDCW Option	12.5918
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Quarterly IDCW Option	12.5918
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Cumulative Option	12.6190
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Direct Plan Cumulative Option	12.7019
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Direct Plan Half Yearly IDCW Option	12.7019
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Direct Plan Quarterly IDCW Option	12.7032
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Half Yearly IDCW Option	12.6188
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Quarterly IDCW Option	12.6190
ICICI Prudential Fixed Maturity Plan - Series 83 - 1103 Days Plan L - Cumulative Option	12.6852
ICICI Prudential Fixed Maturity Plan - Series 83 - 1103 Days Plan L - Direct Plan Cumulative Option	12.6971
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan A - Cumulative Option	12.5336
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan A - Direct Plan Cumulative Option	12.6481
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan A - Direct Plan Half Yearly IDCW Option	12.6481
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan A - Direct Plan Quarterly IDCW Option	12.6481
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan A - Half Yearly IDCW Option	12.5339
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan A - Quarterly IDCW Option	12.5336
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan F - Cumulative Option	12.5639
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan F - Direct Plan Cumulative Option	12.6774
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan F - Direct Plan Half Yearly IDCW Option	12.6774
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan F - Half Yearly IDCW Option	12.5580
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan F - Quarterly IDCW Option	12.5639
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Cumulative Option	12.5684
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Direct Plan Cumulative Option	12.6725
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Half Yearly IDCW Option	12.5684
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Quarterly IDCW Option	12.5684
